1.000000000000000082e-05,8.896287109678871730e+01
1.336850000000000084e-05,7.696358029977585602e+01
1.773399999999999995e-05,6.684606645382720558e+01
2.346899999999999841e-05,5.813427546762311238e+01
3.122000000000000263e-05,5.043518830126734542e+01
4.097350000000000335e-05,4.405940346966529830e+01
5.640600000000000171e-05,3.759799277936096473e+01
7.360550000000000534e-05,3.295866330203066497e+01
9.881249999999999626e-05,2.850308948089072203e+01
1.337499999999999984e-04,2.456724912795087690e+01
1.796000000000000016e-04,2.127767553535855072e+01
2.416200000000000075e-04,1.843424339168605286e+01
3.342749999999999801e-04,1.578584539818758969e+01
4.514230000000000044e-04,1.370664367779694537e+01
6.287499999999999686e-04,1.177024042601937026e+01
8.918350000000000019e-04,1.007537789062442712e+01
1.281800000000000040e-03,8.638571055519816966e+00
1.876379999999999975e-03,7.428711710433780091e+00
2.703000000000000107e-03,6.513567611517853351e+00
4.241080000000000370e-03,5.658045321087026736e+00
7.246990000000000029e-03,4.956021456596227281e+00
1.480470000000000050e-02,4.405478333319694073e+00
2.417240000000000014e-02,4.200376415623210846e+00
2.529999999999999957e-02,4.186503951555979874e+00
1.262310000000000099e-01,3.922487935120060776e+00
1.925040000000000000e+05,3.489874203781861084e+00
2.600000000000000000e+05,3.431518870347421313e+00
3.168500000000000000e+05,3.535824559689259683e+00
3.450000000000000000e+05,3.772601305256834792e+00
3.600000000000000000e+05,4.035618416022350274e+00
3.725000000000000000e+05,4.445227491231358741e+00
3.800000000000000000e+05,4.790176797873599845e+00
3.900000000000000000e+05,5.535370259933733550e+00
4.000000000000000000e+05,6.796441120038666739e+00
4.062500000000000000e+05,8.049710900204074093e+00
4.112500000000000000e+05,9.377611054613106845e+00
4.175000000000000000e+05,1.152633211535118996e+01
4.262500000000000000e+05,1.488350518379770371e+01
4.300000000000000000e+05,1.605662682820759102e+01
4.350000000000000000e+05,1.655020540720911981e+01
4.400000000000000000e+05,1.575855729593198262e+01
4.562500000000000000e+05,1.011433047996981571e+01
4.625000000000000000e+05,8.476070697116419694e+00
4.687500000000000000e+05,7.251949878710900244e+00
4.750000000000000000e+05,6.348437202336373986e+00
4.850000000000000000e+05,5.384700276050942591e+00
4.977500000000000000e+05,4.636253866766423037e+00
5.150000000000000000e+05,4.051686775066557722e+00
5.350000000000000000e+05,3.657288486898601310e+00
5.700000000000000000e+05,3.286779446307470653e+00
6.300000000000000000e+05,2.988000650440664874e+00
7.300000000000000000e+05,2.760815133834845003e+00
7.800000000000000000e+05,2.720078518926999589e+00
8.400000000000000000e+05,2.787964427130294354e+00
8.700000000000000000e+05,2.942933104613568940e+00
8.900000000000000000e+05,3.139712618757557916e+00
9.100000000000000000e+05,3.451158340800359436e+00
9.250000000000000000e+05,3.861847322166336749e+00
9.400000000000000000e+05,4.458972452811842402e+00
9.550000000000000000e+05,5.374761407120935530e+00
9.800000000000000000e+05,7.363108411456961377e+00
9.900000000000000000e+05,7.967866322465978257e+00
1.000000000000000000e+06,8.151710453943790569e+00
1.010000000000000000e+06,7.868630680421760282e+00
1.050000000000000000e+06,5.272133646312949118e+00
1.070000000000000000e+06,4.383527931163432534e+00
1.090000000000000000e+06,3.801842570872427274e+00
1.120000000000000000e+06,3.267992482542453558e+00
1.155000000000000000e+06,2.917609421820206439e+00
1.200000000000000000e+06,2.688839748067116897e+00
1.220000000000000000e+06,2.658191967667306255e+00
1.245000000000000000e+06,2.733752921032720273e+00
1.260000000000000000e+06,2.899575133646016933e+00
1.270000000000000000e+06,3.138039212215170348e+00
1.280000000000000000e+06,3.574348240757508677e+00
1.287500000000000000e+06,4.140288805835840691e+00
1.295000000000000000e+06,4.949052538202693974e+00
1.305000000000000000e+06,6.284062738037334839e+00
1.310000000000000000e+06,6.694686359432473033e+00
1.315000000000000000e+06,6.677194034259969158e+00
1.321250000000000000e+06,6.111835561639550107e+00
1.331250000000000000e+06,4.918202533414066657e+00
1.340000000000000000e+06,4.075021449087874892e+00
1.350000000000000000e+06,3.469047997447338272e+00
1.360000000000000000e+06,3.091364741257449200e+00
1.375000000000000000e+06,2.759559593358130059e+00
1.395000000000000000e+06,2.504437297151112851e+00
1.450000000000000000e+06,2.194377668690862482e+00
1.525000000000000000e+06,2.009238784994113125e+00
1.620000000000000000e+06,1.880609339729379714e+00
1.630000000000000000e+06,1.903440230148316870e+00
1.640000000000000000e+06,2.071457395771203025e+00
1.642500000000000000e+06,2.237744873017267100e+00
1.644000000000000000e+06,2.427883876793332174e+00
1.645250000000000000e+06,2.717349010998588721e+00
1.646000000000000000e+06,2.976233427102286555e+00
1.647000000000000000e+06,3.545447731843433203e+00
1.648000000000000000e+06,4.537040221436495102e+00
1.648620000000000000e+06,5.509943264883495395e+00
1.650000000000000000e+06,8.321587580334472989e+00
1.650500000000000000e+06,8.822720827189394655e+00
1.651000000000000000e+06,8.557495910448674081e+00
1.651750000000000000e+06,7.146072185480016437e+00
1.652620000000000000e+06,5.433427582810613998e+00
1.653000000000000000e+06,4.780036315165224536e+00
1.654000000000000000e+06,3.680398467837869614e+00
1.655000000000000000e+06,3.053379970015803746e+00
1.656000000000000000e+06,2.682702657749662212e+00
1.657000000000000000e+06,2.451009561674434956e+00
1.658500000000000000e+06,2.243114346753317889e+00
1.660000000000000000e+06,2.115502773072698073e+00
1.665000000000000000e+06,1.930843281369861497e+00
1.675000000000000000e+06,1.826822011526831435e+00
1.685000000000000000e+06,1.790860086223412750e+00
1.687000000000000000e+06,1.855774218901067085e+00
1.689500000000000000e+06,1.973332034827395942e+00
1.690000000000000000e+06,1.980940200858728240e+00
1.692000000000000000e+06,1.901649416103899037e+00
1.694500000000000000e+06,1.778605673190644332e+00
1.810000000000000000e+06,1.574600642678392060e+00
1.820000000000000000e+06,1.571327223453197197e+00
1.823000000000000000e+06,1.645623201251027234e+00
1.824500000000000000e+06,1.727007214072026064e+00
1.826000000000000000e+06,1.860551088129946296e+00
1.828000000000000000e+06,2.255976580397012654e+00
1.830120000000000000e+06,3.185719811121327627e+00
1.832000000000000000e+06,4.366838794137925639e+00
1.833000000000000000e+06,4.707284641893377142e+00
1.834000000000000000e+06,4.636625741462823136e+00
1.837500000000000000e+06,3.336067109199126968e+00
1.839500000000000000e+06,2.844627596065659958e+00
1.842000000000000000e+06,2.486787273459148739e+00
1.845000000000000000e+06,2.256608597686014406e+00
1.850000000000000000e+06,2.058076087340393379e+00
1.858000000000000000e+06,1.935709325656070456e+00
1.865000000000000000e+06,1.907087574933236995e+00
1.875000000000000000e+06,1.954088393681946867e+00
1.882500000000000000e+06,2.095643967683686437e+00
1.887500000000000000e+06,2.273022787883222762e+00
1.891250000000000000e+06,2.466287634702518883e+00
1.900000000000000000e+06,3.062846369091539511e+00
1.905000000000000000e+06,3.177469837923403873e+00
1.911250000000000000e+06,2.875317936428859689e+00
1.920000000000000000e+06,2.349191875965151333e+00
1.927500000000000000e+06,2.084906953311867372e+00
1.937500000000000000e+06,1.887722679941967296e+00
1.955000000000000000e+06,1.731007402948375962e+00
1.990000000000000000e+06,1.601791485569554530e+00
2.150000000000000000e+06,1.338942688555789351e+00
2.210000000000000000e+06,1.186321865220538063e+00
2.245000000000000000e+06,1.032167554867350123e+00
2.265000000000000000e+06,9.004079526192264593e-01
2.282500000000000000e+06,7.504980107788761234e-01
2.305000000000000000e+06,5.035574138897149776e-01
2.324750000000000000e+06,2.705013643668903178e-01
2.332000000000000000e+06,1.999645572440169883e-01
2.337500000000000000e+06,1.578845568437221847e-01
2.342000000000000000e+06,1.327971243813602098e-01
2.346500000000000000e+06,1.171996559516096104e-01
2.350500000000000000e+06,1.115844294636606643e-01
2.351000000000000000e+06,1.114070773122131097e-01
2.354760000000000000e+06,1.144108653465888831e-01
2.359000000000000000e+06,1.256832623527551762e-01
2.364000000000000000e+06,1.491418160165819407e-01
2.370000000000000000e+06,1.895608575828256481e-01
2.378750000000000000e+06,2.661449697900999389e-01
2.410000000000000000e+06,5.754715864504558187e-01
2.430000000000000000e+06,7.322332438834611157e-01
2.455000000000000000e+06,8.669936247306835320e-01
2.485000000000000000e+06,9.667171601251044466e-01
2.540000000000000000e+06,1.053338009967812017e+00
2.625000000000000000e+06,1.088983216047868963e+00
2.700000000000000000e+06,1.092896103430583077e+00
2.750000000000000000e+06,1.091309669710630814e+00
2.870000000000000000e+06,1.112364527664975178e+00
2.883000000000000000e+06,1.148985548002515289e+00
2.886000000000000000e+06,1.198159558377480227e+00
2.887000000000000000e+06,1.252932454401238793e+00
2.888000000000000000e+06,1.412449624025465145e+00
2.888300000000000000e+06,1.540187761430831692e+00
2.888500000000000000e+06,1.702974379078757039e+00
2.888650000000000000e+06,1.906199574206656866e+00
2.888800000000000000e+06,2.195826862890244868e+00
2.889000000000000000e+06,2.563859207394128870e+00
2.889090000000000000e+06,2.586751537267889756e+00
2.889150000000000000e+06,2.517422433189040021e+00
2.889220000000000000e+06,2.354252199627075548e+00
2.889410000000000000e+06,1.703165939833415132e+00
2.889500000000000000e+06,1.434859612124817385e+00
2.889580000000000000e+06,1.259467269402126721e+00
2.889650000000000000e+06,1.152792225167364126e+00
2.889750000000000000e+06,1.058990082594683413e+00
2.889900000000000000e+06,9.964700725486266286e-01
2.890000000000000000e+06,9.815311159715151001e-01
2.893000000000000000e+06,1.042118574589077973e+00
2.900000000000000000e+06,1.085593617325488536e+00
3.000000000000000000e+06,1.206989244083334523e+00
3.005750000000000000e+06,1.246989445378660744e+00
3.006500000000000000e+06,1.304552400928893352e+00
3.006700000000000000e+06,1.390849713961752165e+00
3.006800000000000000e+06,1.498788239774080822e+00
3.006880000000000000e+06,1.625211670401291109e+00
3.006980000000000000e+06,1.783692916540549733e+00
3.007050000000000000e+06,1.835231076314413290e+00
3.007080000000000000e+06,1.831242342003842394e+00
3.007120000000000000e+06,1.799149517399977638e+00
3.007190000000000000e+06,1.679690684548529767e+00
3.007260000000000000e+06,1.517787098730474460e+00
3.007300000000000000e+06,1.426545787463103565e+00
3.007350000000000000e+06,1.328206911286557101e+00
3.007400000000000000e+06,1.253997301681918142e+00
3.007500000000000000e+06,1.174623162099958318e+00
